,Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4,mass,mass_z1,mass_z2
2,193998,45781635,13,-1,100.921,37.9288,-1.10326,93.5158,1.63397,-0.029079,-13,1,38.7062,-17.3913,9.54789,33.2346,1.28815,2.63951,-13,1,39.5428,-19.554,-0.724217,34.3618,1.32891,-3.10457,13,-1,16.7712,-8.70548,-0.312269,14.331,1.27267,-3.10574,86.591731,55.103771,6.994068
4,194027,65059010,13,-1,100.639,26.9328,-48.6187,-83.8991,-1.20003,-1.06492,-13,1,24.6255,-12.4035,19.2987,8.95086,0.380892,2.14203,-13,1,13.3442,-9.68775,-4.5899,-7.9459,-0.686107,-2.69914,13,-1,10.0326,-6.9671,-4.24046,-5.84122,-0.66587,-2.59484,112.961516,37.790462,24.280513
10,194050,1418885795,-13,1,10.48,9.83429,-1.02873,3.47091,0.344188,-0.104227,13,-1,10.179,9.26634,1.86165,3.77769,0.389749,0.198265,-13,1,36.0343,2.97715,-8.17004,34.9692,2.09991,-1.22135,13,-1,9.90998,2.89375,2.92113,9.01608,1.52665,0.790107,34.176134,20.909034,8.315275
16,194050,327605399,-11,1,62.4877,-24.483,-41.4983,-39.7893,-0.752696,-2.10381,11,-1,21.5719,1.87631,20.8534,-5.19243,-0.245521,1.48106,-11,1,11.084,9.67351,3.72888,3.92082,0.36971,0.367921,11,-1,6.94142,6.10657,2.20266,2.45793,0.370119,0.346178,93.102501,49.803585,14.499091
17,194050,401484983,11,-1,92.7438,84.7255,-8.66554,36.7138,0.418733,-0.101923,-11,1,67.6137,-38.0564,46.988,30.2564,0.481556,2.25155,-11,1,39.3087,-18.0245,-29.8755,18.1039,0.498017,-2.11366,11,-1,93.0414,-1.96028,-20.2253,90.7953,2.20244,-1.66742,232.157083,102.824159,75.204893
19,194050,519488427,13,-1,302.973,63.1587,-11.9003,-296.077,-2.23225,-0.186236,-13,1,126.962,-37.016,22.2813,-119.384,-1.74079,2.59975,11,-1,295.937,-67.2469,26.2261,-287,-2.08891,2.76974,-11,1,112.451,20.3354,-23.4654,-108.079,-1.96041,-0.856736,212.617764,106.981567,92.114233
20,194050,59331872,13,-1,56.6742,-40.1619,32.1253,23.8106,0.447852,2.46692,-13,1,36.45,-17.7381,-31.8368,-0.610573,-0.016753,-2.07912,11,-1,29.561,-19.6651,21.9321,2.47351,0.083871,2.30175,-11,1,12.2845,-5.92602,5.55956,9.21313,0.972914,2.38809,96.214531,69.147539,14.274856
23,194050,871453363,-13,1,26.6368,-6.48714,-4.86709,-25.372,-1.85832,-2.49792,-13,1,10.6131,2.45055,5.3371,-8.83955,-1.19763,1.14036,13,-1,6.44976,4.67292,-1.95026,-3.99356,-0.723809,-0.395376,13,-1,21.0632,3.70314,-2.5363,-20.5791,-2.22761,-0.600524,26.526987,10.061092,8.014859
25,194051,6362525,13,-1,48.7852,2.99041,23.6907,-42.5417,-1.34146,1.44523,-13,1,32.0198,-10.988,13.3278,-26.9609,-1.22805,2.26027,11,-1,62.1973,20.8954,-27.4431,-51.7568,-1.19505,-0.920033,-11,1,29.7834,-12.8219,1.43376,26.8439,1.47912,3.03023,144.289307,84.250397,16.263635
28,194076,340846024,11,-1,41.8416,38.2903,-2.22056,-16.7225,-0.423248,-0.057928,-11,1,35.1455,-31.0518,9.26605,13.6062,0.40843,2.8516,-11,1,64.5332,-1.41944,-25.9844,59.0536,1.55796,-1.62537,11,-1,23.7936,-14.0577,19.1661,1.08521,0.045641,2.20363,154.948998,85.841109,20.364819
31,194076,651520176,-13,1,64.9789,-56.0132,9.17763,31.6314,0.531853,2.97919,13,-1,28.1848,19.6181,13.8626,14.7422,0.580541,0.615157,-11,1,51.5176,-2.12939,-18.165,-48.1618,-1.69564,-1.68749,11,-1,14.5632,10.1006,7.14055,7.68617,0.587062,0.615369,156.114472,68.363065,50.431308
35,194108,236197154,13,-1,153.323,-36.8058,25.3271,-146.669,-1.90427,2.53888,-13,1,49.2676,22.5626,-29.0064,-32.8153,-0.803634,-0.909708,13,-1,15.1749,9.90928,4.17309,-10.7078,-0.878457,0.398588,-13,1,10.4861,6.54146,1.23357,-8.10148,-1.02683,0.186388,113.007044,45.059973,16.671694
38,194108,325534427,-13,1,46.7424,26.4312,9.35053,-37.4005,-1.09901,0.340028,13,-1,72.1264,18.7035,2.72628,-69.6057,-2.01472,0.144744,11,-1,96.7121,-20.3934,-11.4733,-93.8387,-2.09721,-2.62913,-11,1,40.7108,-11.5883,0.457157,-39.024,-1.92793,3.10216,89.298488,22.281703,9.40063
39,194108,394007716,13,-1,85.9103,-62.5533,-23.898,53.8195,0.735571,-2.77666,-13,1,33.6828,30.6483,-12.9054,5.35285,0.160279,-0.398548,-11,1,81.8004,25.4106,68.5647,36.6672,0.482511,1.21588,11,-1,28.7354,7.99573,-11.8084,-24.947,-1.32557,-0.97559,218.021065,91.808079,87.997384
46,194115,202252275,-13,1,31.476,-14.0583,6.06808,27.5004,1.3485,2.73411,13,-1,28.7805,-9.6792,7.41532,26.0697,1.50372,2.48786,-13,1,18.7802,5.34262,-5.98386,16.9804,1.49467,-0.841952,13,-1,9.18741,2.64146,-3.01817,8.26503,1.47045,-0.851861,36.101979,21.70654,13.922061
49,194115,624035096,-13,1,32.6412,22.0003,22.204,9.40243,0.296444,0.790006,13,-1,37.9435,-5.03362,-29.9775,-22.7092,-0.690813,-1.73716,-13,1,10.9803,-9.30901,3.07219,-4.94571,-0.485248,2.82282,13,-1,8.53686,-7.2374,2.63233,-3.68209,-0.461553,2.79275,87.365683,32.909243,23.782082
52,194119,140486819,-13,1,103.525,-67.8737,-24.5608,74.2113,0.901126,-2.79439,13,-1,46.3258,30.0843,-0.909614,35.2162,0.996658,-0.030226,11,-1,108.079,40.7012,0.404898,100.122,1.63219,0.009948,-11,1,37.58,-24.6329,-26.6036,9.88588,0.269395,-2.31775,189.822686,91.673899,90.389426
53,194119,154322447,-13,1,10.1468,-8.59358,-4.51162,2.95677,0.300111,-2.65815,13,-1,9.04994,6.14719,-6.00988,-2.82553,-0.323022,-0.774103,-13,1,9.76445,7.89275,2.40066,-5.2225,-0.596956,0.29527,13,-1,4.9954,-2.25804,4.20664,-1.46572,-0.30237,2.06343,32.932805,10.45047,8.8918
55,194119,168130224,11,-1,66.6019,14.5316,55.6719,-33.5452,-0.554208,1.31547,11,-1,78.7675,-3.53318,49.9601,-60.7933,-1.02478,1.6414,-11,1,114.544,-23.6287,-33.877,-106.838,-1.67895,-2.17983,-11,1,102.678,8.01567,-25.4597,-99.1484,-2.02306,-1.26578,197.769887,112.02062,81.98024
63,194120,270404759,-13,1,85.614,-22.607,30.3352,-76.8013,-1.45699,2.21124,13,-1,25.0706,6.68326,-13.1708,20.258,1.12138,-1.10122,13,-1,26.1277,12.5628,6.79802,21.8771,1.21215,0.496001,-13,1,17.1038,1.71166,-4.5305,16.4035,1.93421,-1.20957,151.579418,89.385557,7.127674
69,194153,93572313,11,-1,73.5696,-47.7167,-52.5303,-19.3948,-0.27,-2.30821,-11,1,59.1011,-43.1283,25.4305,-31.4036,-0.59203,2.60882,11,-1,82.9851,33.9332,17.6668,-73.6407,-1.40954,0.48002,-11,1,34.5485,-6.43339,32.8109,-8.69828,-0.257301,1.76441,200.792157,120.20117,36.244517
78,194210,247567938,11,-1,110.469,-60.5441,-51.996,-76.3827,-0.850705,-2.43201,-11,1,65.9486,37.6114,22.8398,-49.1218,-0.961285,0.545739,-11,1,58.0198,15.4349,16.7341,-53.3669,-1.58776,0.825763,11,-1,26.6719,10.757,10.7155,-21.9284,-1.16343,0.783465,166.865131,90.968541,8.060138
79,194210,414765767,11,-1,45.4667,-19.4406,34.8737,-21.7511,-0.520902,2.07935,-11,1,21.0975,12.0451,-11.9716,12.5181,0.682811,-0.782336,-11,1,14.8293,3.49555,-11.9687,8.02748,0.606028,-1.28664,11,-1,8.79746,6.6993,0.913812,5.62846,0.757806,0.135567,89.256115,35.235959,7.346042
80,194210,424830766,-13,1,105.25,-23.8771,-39.9544,-94.398,-1.45613,-2.10946,-13,1,93.7383,29.119,-8.90859,-88.6542,-1.79003,-0.296895,13,-1,15.2356,-3.76571,-7.05263,-12.9689,-1.26065,-2.06123,13,-1,38.6718,6.9343,3.17152,-37.9124,-2.30694,0.428964,79.866615,13.437854,3.916986
81,194210,74688978,-13,1,39.2998,35.4981,2.40515,-16.6902,-0.453402,0.067651,13,-1,37.5906,-32.4952,11.0167,-15.3536,-0.433742,2.81473,11,-1,11.8295,3.58474,-11.2663,0.398418,0.033693,-1.26274,-11,1,9.94577,8.75018,2.90699,-3.72854,-0.394097,0.320748,90.679226,68.528571,15.525603
87,194224,400957190,13,-1,60.817,60.2116,-8.55695,0.215836,0.003549,-0.141169,13,-1,83.3257,-28.4826,37.5172,68.734,1.17191,2.22015,-13,1,43.418,34.0692,-20.5716,17.3555,0.42333,-0.543222,-13,1,54.6943,-13.427,12.0677,51.6289,1.77317,2.40946,191.050849,28.61541,18.633728
94,194303,41013739,13,-1,13.665,11.9086,-1.6704,6.48983,0.516426,-0.13936,-13,1,6.78864,6.26987,-2.54276,0.54551,0.08054,-0.385284,-11,1,64.1964,15.205,25.7682,-56.7977,-1.39722,1.03771,11,-1,17.9559,-14.6118,-7.35506,7.40353,0.438399,-2.67526,90.441658,63.006514,4.543995
99,194314,243501633,13,-1,100.912,33.4148,66.7739,67.8821,0.81563,1.10682,-13,1,20.4737,-6.56597,-15.7251,-11.3477,-0.624518,-1.96634,11,-1,126.519,-24.361,-87.9002,87.6765,0.853687,-1.84115,-11,1,50.8594,-18.7563,14.5578,44.9772,1.39536,2.48156,229.578271,90.617383,81.411814
116,194429,126695460,-13,1,16.8579,-1.63165,-6.61663,-15.4186,-1.55523,-1.81257,13,-1,6.3104,-1.16077,-4.24399,-4.5223,-0.900914,-1.83778,-11,1,98.216,-49.8157,1.71958,-84.6275,-1.2997,3.10709,11,-1,29.2244,8.74436,-27.6019,3.96685,0.136581,-1.264,96.375493,85.896249,3.657862
127,194429,559354046,-13,1,21.0345,-16.8161,8.33851,9.49358,0.486381,2.68126,13,-1,37.5304,17.1048,-3.47788,-33.2242,-1.3996,-0.200593,-13,1,5.89626,0.171906,5.87766,0.422344,0.071763,1.54156,13,-1,5.15692,0.952707,4.93502,1.14917,0.226691,1.38009,64.093689,22.487097,12.036965
129,194429,665828801,13,-1,23.117,-9.71444,-20.3277,5.17677,0.2278,-2.0166,-13,1,33.76,-5.11641,19.1486,27.3291,1.12562,1.83189,13,-1,15.1209,7.20622,-1.72459,13.1805,1.3401,-0.234901,-13,1,7.40125,2.24216,-6.7058,2.18455,0.304242,-1.24812,62.380179,20.984548,9.514697
143,194479,269336997,-11,1,149.356,63.9654,-58.5904,121.584,1.13894,-0.741569,-11,1,95.7324,-67.3299,40.1183,-54.9719,-0.653803,2.60423,11,-1,149.477,55.5178,34.6804,134.381,1.46704,0.558363,11,-1,116.948,-49.2503,36.6262,99.5477,1.26054,2.50215,410.513427,154.159947,94.525962
146,194479,402600389,-11,1,104.914,-22.7157,63.1244,80.6608,1.01746,1.91622,-11,1,74.4964,15.4886,-39.7543,-61.0689,-1.15607,-1.19928,11,-1,22.0451,11.0999,-13.3796,-13.5561,-0.716801,-0.878257,11,-1,13.3259,1.02944,12.7616,-3.69621,-0.284831,1.4903,213.503832,42.756835,14.873162
147,194479,42464759,-13,1,68.6175,33.0916,11.652,-58.9706,-1.29109,0.338556,13,-1,34.1052,-29.5998,-15.4865,-6.86807,-0.204171,-2.65956,-11,1,12.219,2.79637,9.14877,-7.60155,-0.728441,1.27416,11,-1,38.4071,-8.91798,-0.803635,37.3488,2.1354,-3.05172,148.949663,78.678628,39.635688
149,194479,537893328,-11,1,65.769,29.0264,1.32343,-59.0024,-1.45724,0.045562,-11,1,31.0686,-24.2234,-10.2257,-16.5506,-0.593921,-2.74215,11,-1,15.1202,-12.8656,-6.33413,4.79308,0.328308,-2.6841,11,-1,14.3698,-9.14233,-7.83038,-7.84819,-0.612891,-2.43334,94.61153,57.603244,5.482087
150,194479,596861274,13,-1,78.8547,30.7973,12.6631,-71.4788,-1.50733,0.390102,-13,1,46.4835,-25.9466,-2.29205,-38.4997,-1.18253,-3.05348,13,-1,6.70287,-4.47965,-4.97451,0.32292,0.04822,-2.3039,-13,1,6.4869,-4.31471,-4.83431,0.28528,0.044012,-2.29946,84.925069,38.796977,19.467652
153,194480,109881951,-11,1,56.0401,38.2624,32.5518,24.8368,0.476203,0.704929,11,-1,54.7005,4.78603,-43.7244,32.5179,0.684554,-1.46177,11,-1,52.9764,-42.6466,-9.62107,29.9199,0.63982,-2.91971,-11,1,36.9762,7.84142,19.7696,-30.2475,-1.15082,1.19319,192.241178,61.316109,58.452322
165,194480,863682922,-11,1,83.2766,-12.7199,51.4181,64.2602,1.02439,1.81331,11,-1,136.576,40.6683,-20.7553,128.718,1.75965,-0.471897,-11,1,229.826,-41.6636,15.7884,225.465,2.32422,2.77936,11,-1,102.09,-4.94264,-39.6744,93.9358,1.58984,-1.69474,203.770234,81.352737,49.585013
167,194480,955425019,-13,1,40.9817,-26.7266,30.688,-4.83919,-0.118636,2.28731,13,-1,37.1063,0.801996,-36.8483,4.29264,0.116206,-1.54903,-11,1,58.3119,-33.8434,-8.0411,-46.8001,-1.10582,-2.90832,11,-1,49.8773,18.4769,-2.88621,46.2387,1.63698,-0.154954,180.83425,106.531931,73.398928
172,194533,668057291,13,-1,90.6206,-20.123,18.1488,86.474,1.87721,2.40773,-13,1,17.211,11.726,11.3113,-5.54647,-0.334177,0.767401,13,-1,11.159,10.4491,3.8098,0.90225,0.081035,0.349627,-13,1,10.6771,10.6408,-0.871602,0.058834,0.005511,-0.081729,94.325012,48.835222,7.931292
173,194533,677674570,13,-1,221.8,21.4801,-39.1765,217.254,2.28512,-1.06927,-13,1,36.2293,19.6354,0.343965,30.4447,1.22233,0.017516,-11,1,183.311,-144.204,88.2957,70.7957,0.407333,2.59218,11,-1,94.1261,-55.7582,1.63544,75.816,1.114,3.11227,321.559065,86.0457,45.011371
178,194533,873825341,-11,1,88.7399,45.4355,21.0393,-73.2648,-1.1742,0.43366,-11,1,55.5388,-5.35867,-20.6517,-51.2772,-1.61073,-1.82468,11,-1,58.4356,-11.3334,6.02476,-57.0086,-2.19659,2.65299,11,-1,35.9419,5.64009,-7.6696,-34.6581,-2.00362,-0.936716,95.00933,52.858798,13.478407
179,194533,912828037,-13,1,35.4339,33.6399,5.30838,-9.78434,-0.283488,0.15651,13,-1,37.8754,-16.6401,0.02164,-34.0241,-1.46345,3.14029,-13,1,31.8483,-16.4425,2.23413,-27.1837,-1.26906,3.00654,13,-1,18.2269,-2.62928,-11.9944,-13.4696,-0.948289,-1.78659,89.811075,36.501703,3.930984
181,194619,132342073,-13,1,61.4216,-40.7139,-20.0798,-41.3737,-0.817309,-2.68341,13,-1,50.8904,41.1678,19.0051,-23.1048,-0.489744,0.4325,-11,1,100.275,-33.9645,29.0119,-89.7768,-1.44803,2.43468,11,-1,52.7168,31.0233,-27.3382,-32.6993,-0.725462,-0.72234,188.222045,91.951875,91.622289
188,194643,340202844,-13,1,155.128,38.2104,-14.3563,149.662,2.01049,-0.3594,13,-1,56.3336,-28.6939,17.5559,45.1875,1.10459,2.59252,-13,1,9.67382,-5.38692,-1.05605,7.96477,1.16723,-2.94801,13,-1,13.7266,-2.98545,2.86816,13.087,1.86821,2.37623,92.305925,31.599365,9.580753
197,194644,196674650,13,-1,85.0116,0.139585,-82.8111,-19.216,-0.230012,-1.56911,-13,1,30.2588,-25.6105,15.5517,4.22292,0.140478,2.59587,-11,1,120.966,114.072,27.387,29.5033,0.248913,0.235626,11,-1,63.1274,10.1589,33.9441,52.2462,1.18057,1.28,274.542503,89.513009,88.824987
206,194644,78891305,-13,1,181.386,-34.7477,-31.6323,-175.194,-2.02664,-2.40309,-13,1,140.984,-15.2678,38.0237,-134.898,-1.90702,1.95262,13,-1,27.6121,22.9212,-14.0627,-6.2668,-0.230983,-0.550304,13,-1,38.9597,11.047,10.2454,-35.9283,-1.60351,0.747772,164.028599,92.327053,29.161434
212,194702,159287914,13,-1,39.1256,11.4508,24.1605,-28.5649,-0.928908,1.12821,-13,1,31.6395,-2.71286,-17.113,26.4733,1.21014,-1.72801,13,-1,11.7231,5.64228,0.48659,-10.2639,-1.35644,0.086027,-13,1,12.5847,5.45823,0.530252,-11.3265,-1.47251,0.096843,89.551223,37.99776,13.351485
219,194704,372667387,13,-1,50.6494,-42.2459,21.9191,17.3259,0.356442,2.66298,13,-1,90.0115,-12.7942,-42.8546,78.1143,1.32421,-1.86092,-13,1,51.0117,38.7559,-16.0268,29.0398,0.646453,-0.392117,-13,1,211.568,21.011,34.6038,207.658,2.33752,1.02511,228.603205,120.3929,65.303236
221,194704,48130055,-11,1,37.6978,-27.4366,23.4748,10.83,0.295605,2.43386,11,-1,26.7715,5.2386,-26.1887,-1.84915,-0.069182,-1.37337,11,-1,13.6023,12.7545,1.31292,-4.54135,-0.347172,0.102577,-11,1,7.97957,6.34002,3.65192,-3.18452,-0.42256,0.522593,85.956562,41.978066,23.244959
225,194711,21649321,13,-1,124.842,36.9842,-2.83443,119.204,1.88394,-0.076489,-13,1,19.3706,-3.63939,-10.5496,15.8326,1.14882,-1.90299,11,-1,96.7622,-20.6554,6.55359,94.3044,2.17669,2.83436,-11,1,87.1826,-14.866,8.6711,85.4671,2.30577,2.61355,92.60137,35.656445,4.933173
230,194712,266254154,13,-1,5.36937,-1.62134,-4.68461,2.06024,0.404482,-1.90399,-13,1,5.58113,1.93891,4.01163,3.35937,0.696314,1.12058,-11,1,129.643,-35.844,25.9162,121.864,1.73803,2.51558,11,-1,215.509,28.9874,-28.0322,211.703,2.36032,-0.768648,108.841772,88.382516,9.486175
239,194789,377461820,-13,1,311.146,24.3911,-90.3297,-296.745,-1.87134,-1.30706,13,-1,27.3647,21.6855,8.17073,-14.5531,-0.592686,0.360333,11,-1,17.7963,-8.04173,-11.203,-11.2487,-0.744869,-2.19338,-11,1,10.0905,-9.94263,-0.638944,1.5981,0.159721,-3.07742,147.016034,93.860735,14.861719
240,194789,383083424,-13,1,41.6363,-10.3647,-3.07617,-40.208,-2.0242,-2.85308,13,-1,14.5608,-6.99881,-5.84065,-11.3538,-1.04479,-2.44615,13,-1,13.0066,5.02242,-7.31217,9.51144,0.931523,-0.968945,-13,1,21.5477,-0.347479,8.5716,19.7661,1.57191,1.61131,86.715587,58.561046,24.076222
242,194789,412624079,13,-1,79.2748,41.418,-38.2555,55.7274,0.87314,-0.745725,-13,1,32.2075,-29.3015,13.3345,-0.962085,-0.029881,2.71452,13,-1,19.7595,-7.45312,13.9641,-11.8271,-0.690904,2.06107,-13,1,11.3702,-4.51054,7.86304,-6.86272,-0.698789,2.09161,137.938921,78.338184,15.658819
243,194789,454236538,-13,1,23.2921,-5.05654,-5.59544,-22.0371,-1.79349,-2.30565,13,-1,19.9029,6.7428,-3.37046,-18.4197,-1.62604,-0.463536,-11,1,50.0055,-12.096,35.2245,-33.3687,-0.80586,1.90158,11,-1,74.8482,10.619,-32.048,-66.8013,-1.43403,-1.25083,91.819975,74.44559,12.075783
245,194790,38426260,13,-1,68.1802,47.9753,-15.0736,-46.04,-0.820369,-0.304428,-13,1,127.307,-22.5594,19.7162,-123.731,-2.12571,2.42335,11,-1,89.5331,-3.93507,84.0787,30.5198,0.355085,1.61756,-11,1,22.4112,2.37094,-19.1243,-11.4412,-0.563422,-1.44745,257.668932,93.410552,89.14041
247,194825,250104673,-13,1,27.7978,17.3704,-21.5193,2.81001,0.101435,-0.89168,13,-1,72.5235,-12.2575,12.0045,-70.4648,-2.12037,2.36662,13,-1,9.38019,-3.09276,6.84436,-5.6184,-0.69159,1.9952,-13,1,9.34162,3.05609,6.61648,-5.84271,-0.733971,1.1381,88.716386,27.033381,18.128737
251,194897,146471772,-13,1,54.6098,9.23476,-53.8136,-1.01801,-0.018644,-1.40085,-13,1,57.7729,-22.6462,44.9165,-28.4139,-0.53846,2.03778,13,-1,41.7217,-6.93615,24.7655,-32.8519,-1.06458,1.84387,13,-1,120.885,24.5241,5.44477,-118.246,-2.2533,0.218474,206.29218,114.434769,20.371073
256,194912,1347277781,13,-1,144.716,20.0741,88.6197,-112.634,-1.04106,1.34804,13,-1,98.6768,-43.7252,-79.4678,38.8597,0.416299,-2.07381,-13,1,36.1382,-23.5768,-14.5603,-23.1967,-0.761385,-2.58836,-13,1,36.6155,17.1686,-11.7516,-30.1301,-1.16568,-0.600235,287.395012,72.137377,67.519715
261,194912,1816768136,13,-1,27.9712,-8.74153,0.557346,-26.5641,-1.82873,3.07792,-13,1,21.9245,-6.80439,0.251529,-20.8401,-1.83745,3.10464,-13,1,6.46466,6.17004,-1.92234,0.125897,0.01948,-0.302028,13,-1,7.16636,4.73863,2.88253,-4.53674,-0.746621,0.546502,36.417191,21.871765,13.718762
263,194912,1834225276,13,-1,119.637,-47.3639,105.843,29.4427,0.251258,1.99156,-13,1,37.704,-25.792,-18.0714,20.731,0.618149,-2.53042,11,-1,110.636,61.2827,-66.6072,63.626,0.655098,-0.827008,-11,1,122.668,54.6801,58.5896,-92.8695,-0.98934,0.8199,379.436835,200.159739,95.828757
272,194912,829690349,-13,1,104.47,-34.7173,-37.6613,91.0517,1.33951,-2.31554,-13,1,45.0595,-23.1886,-5.39517,38.2561,1.25261,-2.913,13,-1,94.3295,-7.29288,21.6723,91.5159,2.09524,1.8954,13,-1,41.3779,-3.37997,-12.6906,39.2383,1.81457,-1.83109,88.677564,37.342412,17.590055
278,195013,146189414,13,-1,78.0192,-35.9558,23.4563,65.1458,1.20442,2.56356,-13,1,82.5314,14.7914,-14.3328,79.92,2.06526,-0.769654,13,-1,40.7658,12.6638,-10.1083,37.4071,1.5737,-0.673647,-13,1,58.1321,9.85083,-6.75186,56.8921,2.26503,-0.600867,99.78097,53.591908,4.106962
282,195013,573143560,-13,1,145.562,-105.644,-52.487,-85.2808,-0.671358,-2.68049,13,-1,107.576,-77.9915,-38.5435,-63.2792,-0.674955,-2.6826,13,-1,67.1983,-25.199,-24.8641,57.1173,1.25609,-2.36289,-13,1,181.235,-29.9937,12.6155,-178.29,-2.40235,2.74345,333.335504,146.187138,112.796501
287,195016,362470294,-13,1,169.931,30.6123,29.0915,164.6,2.06958,0.759931,13,-1,73.061,-28.3691,-28.5299,60.9847,1.20347,-2.35337,-13,1,22.4838,-3.44985,-11.5697,18.9671,1.23353,-1.86058,13,-1,17.2257,-3.94666,-7.66667,14.9117,1.31559,-2.0462,110.560059,47.767802,6.076565
293,195099,137440354,-13,1,60.1057,-10.7721,42.0162,-41.6087,-0.852283,1.82177,13,-1,91.5811,8.43019,-22.3229,-88.4178,-2.02068,-1.20971,-11,1,21.2157,6.88989,-20.0607,0.455684,0.021482,-1.23997,11,-1,10.9996,-7.73787,6.8663,-3.73783,-0.353882,2.4158,126.476781,75.555834,29.193181
299,195113,311362990,-13,1,50.2785,15.8996,-18.0519,44.1502,1.36748,-0.848707,13,-1,35.9236,-16.0088,-0.378253,32.1569,1.44727,-3.11797,-11,1,218.469,-28.0978,-96.7928,193.831,1.40873,-1.85332,11,-1,179.817,-34.8748,14.8548,175.777,2.23866,2.73892,147.767936,106.500141,35.613847
305,195113,509540978,11,-1,179.136,9.93909,49.6911,171.819,1.93522,1.37338,-11,1,64.2789,-0.53197,-16.6672,62.0782,2.02516,-1.6027,11,-1,17.5102,-4.65627,-7.7444,14.9984,1.28024,-2.11213,-11,1,16.7062,-4.24527,-6.924,14.5991,1.34923,-2.12081,85.513168,44.51464,9.990563
308,195113,622426000,13,-1,210.051,98.9892,-34.7561,-181.974,-1.31819,-0.337663,-13,1,123.852,3.8234,-62.1296,-107.073,-1.31098,-1.50933,11,-1,179.707,-56.5283,76.3471,152.546,1.25206,2.20813,-11,1,74.7221,-45.3529,57.3667,15.3484,0.208371,2.23977,574.542889,91.030095,89.363167
310,195114,42247055,-13,1,40.8321,-20.3735,-34.3127,8.64911,0.215078,-2.10661,13,-1,54.3574,6.26461,18.647,50.6731,1.67509,1.24669,-13,1,5.67091,5.17978,2.30472,0.078452,0.013837,0.418643,13,-1,4.19857,3.55329,2.23403,0.007857,0.001872,0.561271,85.763096,28.827065,18.106176
311,195115,18955331,13,-1,170.202,13.0949,-129.55,109.608,0.764957,-1.47006,-13,1,18.5078,15.3254,9.97744,-2.84794,-0.155112,0.577106,11,-1,99.4633,-53.8127,69.8133,46.0787,0.501472,2.22748,-11,1,43.033,17.174,30.7544,-24.7196,-0.654114,1.06151,304.719928,95.437768,91.611832
313,195147,236019216,13,-1,124.025,-56.3446,-3.17707,-110.442,-1.42424,-3.08527,13,-1,54.9443,48.4127,-2.05107,25.9011,0.511879,-0.042341,-13,1,93.8455,-42.598,-2.58199,-83.5806,-1.42491,-3.08105,-13,1,53.9243,35.456,6.69165,40.0738,0.957481,0.186537,300.222838,0,21.075835
317,195147,502821363,-13,1,90.4934,-46.4949,66.2207,40.5228,0.481943,2.18294,-13,1,31.3526,-12.9361,-27.8639,-6.2638,-0.20251,-2.00545,13,-1,140.634,-23.1996,-18.9035,137.413,2.22906,-2.45788,13,-1,31.0795,3.31284,-28.2126,-12.6096,-0.43048,-1.45391,233.470128,121.08875,17.446515
318,195147,567117841,-13,1,113.531,84.3356,-66.0445,-37.6153,-0.344312,-0.66436,13,-1,56.562,19.4054,19.1054,-49.5749,-1.36033,0.777607,-11,1,109.149,-96.5139,5.32163,-50.6969,-0.503003,3.08651,11,-1,54.2189,5.25708,29.1247,-45.4291,-1.21403,1.39222,277.99176,91.455035,89.075844
320,195147,607057396,-13,1,294.56,-55.9612,-14.0248,-288.855,-2.31378,-2.89603,13,-1,35.2088,20.4017,-10.6682,-26.6384,-0.988187,-0.481805,-11,1,128.099,63.8082,9.08692,-110.704,-1.30972,0.141459,11,-1,41.7835,-29.2013,14.6669,-26.039,-0.730202,2.67613,212.442629,91.648973,85.657187
321,195163,300011500,-13,1,18.4306,18.3487,-1.71054,0.272397,0.014781,-0.092956,13,-1,5.09577,-4.3264,2.42226,-1.17072,-0.233971,2.6312,-11,1,47.958,-13.5337,-42.7398,-17.0327,-0.371334,-1.87746,11,-1,48.3042,34.065,23.5931,24.8241,0.568032,0.605736,112.995519,91.747342,18.856077
325,195165,306811048,13,-1,81.8326,1.19726,-48.858,65.6356,1.1044,-1.5463,-13,1,34.8841,13.0597,-10.8648,-30.4679,-1.34726,-0.69391,-11,1,162.613,-8.60362,45.6802,155.827,1.92434,1.75696,11,-1,14.5764,12.6266,-0.129733,-7.28171,-0.548714,-0.010274,228.243996,92.822127,85.084375
327,195165,88377934,11,-1,26.314,10.1166,-18.6511,15.5633,0.679888,-1.0738,-11,1,15.2512,4.00699,-10.4554,10.355,0.827194,-1.20482,11,-1,10.6391,8.06838,-6.72918,1.6761,0.158865,-0.695142,-11,1,9.06536,6.30362,-6.10799,2.26664,0.255449,-0.769638,17.059291,9.188902,7.152356
328,195251,147388276,13,-1,58.259,-8.27333,55.8309,-14.4418,-0.253162,1.71791,13,-1,56.4654,-1.61732,-48.706,-28.5208,-0.556134,-1.60399,-13,1,71.038,-41.8481,-24.6638,-51.8345,-0.92803,-2.60903,-13,1,45.5429,36.8704,24.5801,10.5137,0.23509,0.588,214.773844,58.954925,50.276958
